Tamb,Solar,Occ,Phvac,Tzone
-17.9,0.0,3.0,0.0,-6.428411616425896e-17
-17.9,0.0,3.0,0.0,-0.7099650820490067
-17.9,0.0,3.0,0.0,-1.172872638878329
-17.9,0.0,3.0,0.0,-1.3451751169556094
-17.9,0.0,3.0,0.0,-1.4434074813505628
-17.9,0.0,3.0,0.0,-1.5825492161329535
-17.9,0.0,3.0,0.0,-1.7291769223168898
-17.9,0.0,3.0,0.0,-1.8669918527917733
-17.9,0.0,3.0,0.0,-1.993017145096532
-17.9,0.0,3.0,0.0,-2.1109410323237805
-17.9,0.0,3.0,0.0,-2.2242586482602054
-17.9,0.0,3.0,0.0,-2.3343531678645526
-17.9,0.0,3.0,0.0,-2.44247223222316
-17.9,0.0,3.0,0.0,-2.547996808880348
-17.9,0.0,3.0,0.0,-2.6503950730609622
-17.9,0.0,3.0,0.0,-2.749798477972257
-17.9,0.0,3.0,0.0,-2.839567416061737
-17.9,0.0,3.0,0.0,-2.925017139970411
-17.9,0.0,3.0,0.0,-3.0103074290109326
-17.9,0.0,3.0,0.0,-3.095680719442317
-17.9,0.0,3.0,0.0,-3.15851546782872
-17.9,0.0,3.0,0.0,-3.212699700121054
-17.9,0.0,3.0,0.0,-3.270662114613909
-17.9,0.0,3.0,0.0,-3.3334382420069635
-17.9,0.0,3.0,0.0,-3.382464679950809
-17.9,0.0,3.0,0.0,-3.4249114779895806
-17.9,0.0,3.0,0.0,-3.469539056024397
-17.9,0.0,3.0,0.0,-3.5175522226766227
-17.9,0.0,2.6493,0.0,-3.587004015124625
-17.9,0.0,2.6493,0.0,-3.653763342652689
-17.9,0.0,2.6493,0.0,-3.7086171488875785
-17.9,0.0,2.6493,0.0,-3.756125242682682
-17.9,0.0,1.22583,0.0,-3.9260540974944087
-17.9,0.0,1.22583,0.0,-4.10603795318065
-17.9,0.0,1.22583,0.0,-4.235495244777335
-17.9,0.0,1.22583,0.0,-4.324632758673711
-17.9,0.0,0.72567,0.0,-4.448045358437494
-17.9,0.0,0.72567,0.0,-4.577691828095318
-17.9,0.0,0.72567,0.0,-4.690508245112548
-17.9,0.0,0.72567,0.0,-4.78646696079034
-17.9,0.0,0.72567,0.0,-4.873134827552774
-17.9,0.0,0.72567,0.0,-4.957030500091132
-17.9,0.0,0.72567,0.0,-5.040174385056657
-17.9,0.0,0.72567,0.0,-5.122171974189777
-17.9,0.0,0.72567,0.0,-5.202306213504598
-17.9,0.0,0.72567,0.0,-5.280469252855291
-17.9,0.0,0.72567,0.0,-5.356903387118718
-17.9,0.0,0.72567,0.0,-5.431838217104505
-17.9,0.0,0.72567,0.0,-5.506197739220965
-17.9,0.0,0.72567,0.0,-5.579485964089032
-17.9,0.0,0.72567,0.0,-5.651144865416699
-17.9,0.0,0.72567,0.0,-5.721188219332646
-17.9,0.0,0.72567,0.0,-5.788835688382493
-17.9,0.0,0.72567,0.0,-5.855281534368076
-17.9,0.0,0.72567,0.0,-5.921126777399272
-17.9,0.0,0.72567,0.0,-5.986289913454179
-17.9,0.0,0.72567,0.0,-6.048176965285618
-17.9,0.0,0.72567,0.0,-6.108476108961182
-17.9,0.0,0.72567,0.0,-6.168509575664936
-17.9,0.0,0.72567,0.0,-6.22835350590946
-17.9,0.0,0.72567,0.0,-6.277574689245001
-17.9,0.0,0.72567,0.0,-6.322254894153737
-17.9,0.0,0.72567,0.0,-6.368293431250383
-17.9,0.0,0.72567,0.0,-6.416561122771859
-17.9,0.0,0.8849400000000001,0.0,-6.423772722033962
-17.9,0.0,0.8849400000000001,0.0,-6.41841821259069
-17.9,0.0,0.8849400000000001,0.0,-6.424098529175056
-17.9,0.0,0.8849400000000001,0.0,-6.442368660155714
-17.9,0.0,1.6593,0.0,-6.38148844765123
-17.9,0.0,1.6593,0.0,-6.306782827272095
-17.9,0.0,1.6593,0.0,-6.262818076509038
-17.9,0.0,1.6593,0.0,-6.24599590885274
-17.9,0.0,2.69079,0.0,-6.1478097141584485
-17.9,0.0,2.69079,0.0,-6.042097723685406
-17.9,0.0,2.69079,0.0,-5.973855274513782
-17.9,0.0,2.69079,0.0,-5.935293971607013
-17.9,0.0,2.69079,0.0,-5.899970485568691
-17.9,0.0,2.69079,0.0,-5.863428571585364
-17.9,0.0,2.69079,0.0,-5.828404588238065
-17.9,0.0,2.69079,0.0,-5.796621982948584
-17.9,0.0,2.69079,0.0,-5.766343414018766
-17.9,0.0,2.69079,0.0,-5.738285583536442
-17.9,0.0,2.69079,0.0,-5.712311143556233
-17.9,0.0,2.69079,0.0,-5.687804815027586
-17.9,0.0,3.0,0.0,-5.662717723678735
-17.9,0.0,3.0,0.0,-5.644972043253602
-17.9,0.0,3.0,0.0,-5.633232686741107
-17.9,0.0,3.0,0.0,-5.6233051031374535
-17.9,0.0,3.0,0.0,-5.649548940048045
-17.9,0.0,3.0,0.0,-5.6876302922834965
-17.9,0.0,3.0,0.0,-5.716990320895798
-17.9,0.0,3.0,0.0,-5.736123093620094
-17.9,0.0,3.0,0.0,-5.780760454827248
-17.9,0.0,3.0,0.0,-5.835373228120073
-17.9,0.0,3.0,0.0,-5.882739810039118
-17.9,0.0,3.0,0.0,-5.921400670267023
21.542,0.0,3.0,0.0,42.54215924036599
21.32,0.0,3.0,4846.105256904089,35.18840330350943
21.098,0.0,3.0,5129.675774720303,36.375247843928
20.876,0.0,3.0,4867.965723653014,35.28385382461971
20.728,0.0,3.0,4705.4304249209545,34.61943246771489
20.58,0.0,3.0,4554.305064290977,33.97192970257953
20.431999999999995,0.0,3.0,4401.2818754885975,33.33188023153756
20.284,0.0,3.0,4263.662602600232,32.74521828691883
20.173,0.0,3.0,4161.7208505557455,32.28826735245782
20.062,0.0,3.0,4018.194762566325,31.68103478459474
19.951,0.0,3.0,3907.7252059700254,31.20340978793854
19.84,0.0,3.0,3797.1131692115846,30.720247855382823
19.729,0.0,3.0,3691.7629007513815,30.25878597438848
19.618,0.0,3.0,3591.888804539003,29.819061123885533
19.507,0.0,3.0,3496.2584052397874,29.39611686996206
19.396,0.0,3.0,3404.7046506056354,28.98955802352908
19.322,0.0,3.0,3318.961403678192,28.60758208090613
19.248,0.0,3.0,3236.032927279763,28.23647972514204
19.174,0.0,3.0,3155.9327001152583,27.87694206011614
19.1,20.58088377657616,3.0,3088.262486533777,27.57328233515316
19.174,97.02856558027212,3.0,3055.2941058499346,27.42340129448117
19.248,193.69731839013423,3.0,3029.389366228017,27.30781211527743
19.322,284.7407995809689,3.0,3015.047295550424,27.24565319381228
19.396,364.0007327280167,3.0,3001.7786709294533,27.186792514650783
19.655,431.6476118873517,3.0,2999.970907195522,27.179336791939686
19.913999999999994,489.2947140885793,3.0,2997.542888582316,27.168473312893465
20.173,538.6372176020046,3.0,3000.565151456948,27.182261719913
20.431999999999995,581.1279420356631,3.0,3002.287790976937,27.1900718448547
21.061,617.9419585778161,2.6493,3003.9522796245265,27.19760549813396
21.69,650.0139261609293,2.6493,3008.2144155081182,27.216928133357246
22.319,678.0861194854122,2.6493,3012.6031828366467,27.23679374038965
22.948,702.750705709785,2.6493,3017.723955579157,27.25998575685361
23.651,724.4833574474131,1.22583,3004.297055861157,27.199067178244672
24.354,743.6690422847075,1.22583,3008.431919416291,27.217876526426814
25.056999999999995,760.6215861842238,1.22583,3011.709374646576,27.232733945506787
25.76,775.5985010883826,1.22583,3017.5764970466853,27.25930725240521
26.389,788.8122675417723,0.72567,3014.621270013944,27.245890327614024
27.018,800.4389717884208,0.72567,3017.8583238560423,27.260570376796785
27.647,810.6249618362577,0.72567,3019.8948365980573,27.26978080628172
28.276,819.4920097888349,0.72567,3021.207391083738,27.27571558869177
28.831,827.1413376742952,0.72567,0.0,29.802634807433936
29.386,833.656769390796,0.72567,0.0,30.700572405961125
29.941,839.1072025158636,0.72567,0.0,31.09571533706519
30.496,843.548543157713,0.72567,0.0,31.636424994371925
30.866,847.0252092387462,0.72567,0.0,31.892304817858445
31.236,849.5712786816416,0.72567,0.0,32.30665727857456
31.606,851.2113368141144,0.72567,0.0,32.53298324057018
31.976,851.9610621511682,0.72567,3298.366743700635,28.570022886552028
32.272,851.8275825976592,0.72567,0.0,31.92238973038485
32.568,850.8096308636893,0.72567,0.0,32.49370916728086
32.864,848.8975171958816,0.72567,0.0,32.82407684047548
33.16,846.0729158745193,0.72567,3403.275650691935,29.059902249112167
33.345,842.3084427712594,0.72567,0.0,32.525776836820185
33.53,837.5669939710576,0.72567,3281.792940935908,28.48482849372964
33.715,831.80081204057,0.72567,0.0,32.31595941169231
33.9,824.9502370306571,0.72567,0.0,33.192288398273426
33.9,816.9420818754529,0.72567,3592.1216617658347,29.943438784338564
33.9,807.6875477364134,0.72567,0.0,33.20089070158627
33.9,797.0795635529335,0.72567,3753.183800301589,30.700202678368125
33.9,784.9893928907463,0.72567,0.0,33.73985733516082
33.678,771.2622957341948,0.72567,3753.028801652177,30.69576787452352
33.456,755.711957093837,0.72567,0.0,34.035920924065366
33.234,738.1132900952863,0.72567,3835.4131661991,31.07891506932541
33.012,718.1930781696336,0.72567,0.0,34.229593529073526
32.716,695.6177272004535,0.8849400000000001,3567.546246303903,29.81078784545558
32.42,669.9771451893703,0.8849400000000001,0.0,34.19450842583168
32.123999999999995,640.7634641960802,0.8849400000000001,3548.183943019913,29.713543244317243
31.828,607.343044656219,0.8849400000000001,0.0,34.206516136911695
31.458,568.920248164066,1.6593,3582.571177995546,29.86745241815076
31.088,524.4927861314061,1.6593,0.0,34.11018510049539
30.718,472.804067531772,1.6593,3613.719611416053,30.00077235207577
30.348,412.3175587469976,1.6593,0.0,34.04065063783344
29.793,341.30393883308585,2.69079,3598.7774959669764,29.91541896730536
29.238,258.3556333943391,2.69079,0.0,33.867769714311635
28.683,164.4151083346258,2.69079,3553.282222902996,29.684670515414773
28.128,69.74434375648063,2.69079,3764.919479109596,30.67042324786891
27.721,8.548715857458362,2.69079,3664.749725854311,30.19295329648999
27.314,0.0,2.69079,3611.038263116555,29.93393385397354
26.907,0.0,2.69079,3553.4532636355366,29.6612255730012
26.5,0.0,2.69079,3497.681872466832,29.410405277035142
26.167,0.0,2.69079,3440.286859658557,29.155839866962783
25.834,0.0,2.69079,3390.852535687578,28.93447362028535
25.501,0.0,2.69079,3337.446073493817,28.696656572892344
25.168,0.0,2.69079,3292.557030498869,28.49359203339248
24.835,0.0,3.0,3237.0908786069485,28.246103129281845
24.501999999999995,0.0,3.0,3187.2211104124926,28.022300082156057
24.169,0.0,3.0,3149.2044861198256,27.84654717723524
23.836,0.0,3.0,3093.013162734146,27.595932679420223
23.577,0.0,3.0,3037.481130580184,27.34463298446828
23.318,0.0,3.0,2984.2258883504346,27.10403500321802
23.059,0.0,3.0,2934.3212110793547,26.8779808005983
22.8,0.0,3.0,2885.331176771517,26.655496585546604
22.541,0.0,3.0,2828.8707998787213,26.39786628740231
22.282,0.0,3.0,2776.083890532728,26.157639593070243
22.023,0.0,3.0,2726.3230513278963,25.9304664334637
21.764,0.0,3.0,2677.349893067149,25.706406492492818
17.75,0.0,3.0,1597.6613300765905,20.682461956809306
17.5,0.0,3.0,0.0,21.93849432357462
17.25,0.0,3.0,0.0,22.453035181929543
17.0,0.0,3.0,0.0,22.460303511518752
17.0,0.0,3.0,0.0,22.431309295950587
17.0,0.0,3.0,0.0,22.612273994735016
17.0,0.0,3.0,0.0,22.7502647737727
17.0,0.0,3.0,0.0,22.80356031541473
17.0,0.0,3.0,0.0,22.805483512876123
17.0,0.0,3.0,0.0,22.7948141153262
17.0,0.0,3.0,0.0,22.81705195520499
17.0,0.0,3.0,0.0,22.85045552096156
17.0,0.0,3.0,0.0,22.870865501283305
17.0,0.0,3.0,0.0,22.875450382920395
17.0,0.0,3.0,0.0,22.87114131583145
17.0,0.0,3.0,0.0,22.863222865350536
17.0,0.0,3.0,0.0,22.86314385478132
17.0,0.0,3.0,0.0,22.84497208943627
17.0,0.0,3.0,0.0,22.81588775291885
17.0,0.0,3.0,0.0,22.78615271610323
17.0,44.25,3.0,0.0,22.8446350611348
17.0,59.0,3.0,0.0,22.96001288945561
17.0,80.0,3.0,0.0,23.116195080240672
17.0,101.0,3.0,0.0,23.251524132577263
17.25,122.0,3.0,0.0,23.4286974989154
17.5,143.0,3.0,0.0,23.60662988529216
17.75,207.0,3.0,0.0,23.85895767265709
18.0,271.0,3.0,0.0,24.141005040871512
18.75,335.0,2.6493,0.0,24.433292579334104
19.5,399.0,2.6493,0.0,24.80254621066325
20.25,423.25,2.6493,2034.631806292148,22.73933164825182
21.0,447.5,2.6493,0.0,24.646861072827942
21.25,471.75,1.22583,1958.7186413306,22.3838830991198
21.5,496.0,1.22583,0.0,24.68287334644436
21.75,536.75,1.22583,1971.3344653496497,22.442240173679444
22.0,577.5,1.22583,0.0,24.789854288230128
22.25,618.25,0.72567,2007.2886900028248,22.6163839172396
22.5,659.0,0.72567,0.0,25.00211445729646
22.75,661.0,0.72567,2113.6578084321204,23.123277113567603
23.0,663.0,0.72567,0.0,25.326655848539893
23.25,665.0,0.72567,0.0,25.73090852659152
23.5,667.0,0.72567,0.0,26.25880148256082
23.75,704.25,0.72567,0.0,26.860507851482545
24.0,741.5,0.72567,0.0,27.07361084016275
24.25,778.75,0.72567,0.0,27.482120409580364
24.5,816.0,0.72567,0.0,27.70532388334994
24.75,717.0,0.72567,0.0,28.010865087424843
25.0,618.0,0.72567,0.0,28.15149452394392
25.75,519.0,0.72567,0.0,28.262629985520515
26.5,420.0,0.72567,0.0,28.54113831363371
27.25,458.0,0.72567,0.0,28.848028537840545
28.0,496.0,0.72567,0.0,29.114597572707048
28.25,534.0,0.72567,0.0,29.360078627117424
28.5,572.0,0.72567,0.0,29.88228734484888
28.75,492.0,0.72567,0.0,30.26260737029136
29.0,412.0,0.72567,0.0,30.58639447805304
27.75,332.0,0.72567,0.0,30.83258955675803
26.5,252.0,0.72567,0.0,31.047319023663537
25.25,335.0,0.72567,0.0,31.33228819449777
24.0,418.0,0.72567,0.0,31.632346511387187
23.5,501.0,0.72567,0.0,31.987589243207
23.0,584.0,0.72567,0.0,32.37119224688156
22.5,484.5,0.72567,0.0,32.63819443143417
22.0,385.0,0.72567,3245.3465585024205,28.504976022320555
20.75,285.5,0.8849400000000001,0.0,31.68536577527708
19.5,186.0,0.8849400000000001,0.0,31.83395798155572
18.25,145.25,0.8849400000000001,0.0,32.25077000688667
17.0,104.5,0.8849400000000001,0.0,32.303229940819406
17.0,63.75,1.6593,0.0,32.48310548824752
17.0,23.0,1.6593,0.0,32.56107538179494
17.0,17.25,1.6593,3176.1554692822365,28.155781489313057
17.0,11.5,1.6593,0.0,31.114776504950548
17.0,5.75,2.69079,0.0,31.56718760893885
17.0,0.0,2.69079,0.0,31.55684906993733
17.0,0.0,2.69079,3124.374278380945,27.89374618550185
17.0,0.0,2.69079,3208.227732730889,28.2918318130352
17.25,0.0,2.69079,3134.167492389166,27.93925376209548
17.5,0.0,2.69079,3012.4178694288303,27.354280242758747
17.75,0.0,2.69079,2953.624277019189,27.06973347233856
18.0,0.0,2.69079,2907.476898181824,26.847779001547995
18.0,0.0,2.69079,2838.242816533517,26.51491824267049
18.0,0.0,2.69079,2772.902445317065,26.19990589338052
18.0,0.0,2.69079,2725.4470157438645,25.972190536372697
18.0,0.0,2.69079,2680.787560723454,25.75668317023849
18.0,0.0,3.0,2636.098325424913,25.540714382743143
18.0,0.0,3.0,2588.3264728413083,25.310410527992723
18.0,0.0,3.0,2540.453128334826,25.08263210388576
18.0,0.0,3.0,2493.317659913501,24.86579046532126
18.0,0.0,3.0,2438.709884690498,24.612666222721128
18.0,0.0,3.0,2384.3683165004736,24.361520494583385
18.0,0.0,3.0,2334.7244598611483,24.132273335230263
18.0,0.0,3.0,2288.422804503079,23.91795701440945
18.0,0.0,3.0,2238.256930370056,23.68445392907585
18.0,0.0,3.0,2188.9474158325684,23.455218568783096
18.0,0.0,3.0,0.0,25.069815526969933
18.0,0.0,3.0,2014.5739036493992,22.633624387757912
17.75,0.0,3.0,0.0,24.42447434948429
17.5,0.0,3.0,308.9321937263489,24.455672307734776
17.25,0.0,3.0,1223.0143025445732,23.66579679705716
17.0,0.0,3.0,1186.3681800763784,23.48968690509604
17.0,0.0,3.0,600.338249967787,23.87156744642239
17.0,0.0,3.0,0.0,24.48073920500976
17.0,0.0,3.0,0.0,24.807146585023848
17.0,0.0,3.0,0.0,24.94257644331317
16.75,0.0,3.0,0.0,24.98621144660936
16.5,0.0,3.0,1374.7326795884007,23.272213153388687
16.25,0.0,3.0,1453.8506584800746,22.790800784269056
16.0,0.0,3.0,0.0,23.834707583098425
15.75,0.0,3.0,0.0,23.985414600127
15.5,0.0,3.0,209.9475289790018,23.81226964795744
15.25,0.0,3.0,288.7987120000814,23.749304549390008
15.0,0.0,3.0,191.5871107890594,23.74689585998639
15.25,0.0,3.0,0.0,23.90310190753469
15.5,0.0,3.0,0.0,24.09506229335601
15.75,0.0,3.0,0.0,24.18349989341733
16.0,0.0,3.0,0.0,24.176701672491618
16.0,131.25,3.0,484.3537504072617,23.91999655854392
16.0,175.0,3.0,0.0,24.28422461667636
16.0,256.75,3.0,286.2678950526133,24.35248008082526
16.0,338.5,3.0,660.3266560788269,24.08623320151533
16.5,420.25,3.0,940.0881978907962,23.948208327404547
17.0,502.0,3.0,726.2707143615004,24.353909475204027
17.5,476.75,3.0,624.3982270305952,24.60928868049553
18.0,451.5,3.0,1086.364251493225,24.27889294696516
18.75,426.25,2.6493,1380.0842751351315,24.155306320078253
19.5,401.0,2.6493,983.8440376005738,24.61987235213489
20.25,405.5,2.6493,864.1883701297515,24.9329136057385
21.0,410.0,2.6493,0.0,26.04358591902832
21.25,414.5,1.22583,1174.6348319438696,25.04873982868129
21.5,419.0,1.22583,2008.4632569308285,24.30848257592553
21.75,443.25,1.22583,772.1708134735164,25.354103188511623
22.0,467.5,1.22583,478.6433318547097,25.979259746681915
22.25,491.75,0.72567,0.0,26.84729174745365
22.5,516.0,0.72567,0.0,27.19544347497457
22.75,500.25,0.72567,2126.538011142153,25.25828316235748
23.0,484.5,0.72567,2823.4567599338743,24.77933033402
23.5,468.75,0.72567,0.0,27.030473106937443
24.0,453.0,0.72567,623.0276972036653,26.62288589972916
24.5,510.0,0.72567,2478.704599832969,25.25721020086161
25.0,567.0,0.72567,0.0,27.340706379709577
25.0,624.0,0.72567,1090.7716583807894,26.78689268643773
25.0,681.0,0.72567,2894.4429846462194,25.16485801884874
25.0,652.0,0.72567,2706.5758055767424,25.39756570878184
25.0,623.0,0.72567,1148.3954332938708,26.45949315536607
25.5,594.0,0.72567,1167.1252015405885,26.56393636543657
26.0,565.0,0.72567,0.0,27.92334718517134
26.5,552.75,0.72567,0.0,28.657328149703613
27.0,540.5,0.72567,0.0,28.944600461412904
26.75,528.25,0.72567,0.0,29.18420701407141
26.5,516.0,0.72567,0.0,29.826870327060195
26.25,481.25,0.72567,0.0,30.272162195784112
26.0,446.5,0.72567,0.0,30.59549796875748
25.5,411.75,0.72567,0.0,31.084998390855503
25.0,377.0,0.72567,0.0,31.33587629327248
24.5,371.25,0.72567,0.0,31.82696463214324
24.0,365.5,0.72567,0.0,32.178845581657555
22.5,359.75,0.72567,0.0,32.4792193303424
21.0,354.0,0.72567,0.0,32.68453910056481
19.5,339.5,0.72567,0.0,32.87463827482124
18.0,325.0,0.72567,0.0,33.0204620637958
18.25,310.5,0.8849400000000001,0.0,33.15725223334602
18.5,296.0,0.8849400000000001,0.0,33.29357383909295
18.75,250.5,0.8849400000000001,0.0,33.4630299422408
19.0,205.0,0.8849400000000001,0.0,33.510690764321375
19.0,159.5,1.6593,0.0,33.63088214289494
19.0,114.0,1.6593,0.0,33.6783001681414
19.0,93.25,1.6593,0.0,33.70770834420072
19.0,72.5,1.6593,0.0,33.77716991870169
19.0,51.75,2.69079,0.0,33.83350715209462
19.0,31.0,2.69079,0.0,33.87225231563347
19.0,23.25,2.69079,0.0,33.85548396843804
19.0,15.5,2.69079,0.0,33.803652638543234
18.75,0.0,2.69079,0.0,33.71936279223344
18.5,0.0,2.69079,0.0,33.57769385297336
18.25,0.0,2.69079,0.0,33.4406753700925
18.0,0.0,2.69079,0.0,33.32740520546543
18.0,0.0,2.69079,0.0,33.23016741111172
18.0,0.0,2.69079,0.0,33.15976654519406
18.0,0.0,2.69079,0.0,33.10539563879715
18.0,0.0,2.69079,0.0,33.064200939298765
18.075,0.0,3.0,0.0,33.0001103417099
18.15,0.0,3.0,0.0,32.91624437244384
18.225,0.0,3.0,0.0,32.82660946298443
18.3,0.0,3.0,0.0,32.7389554361613
18.375,0.0,3.0,0.0,32.61539147148676
18.450000000000003,0.0,3.0,0.0,32.44423401619686
18.525,0.0,3.0,0.0,32.26992038913249
18.6,0.0,3.0,0.0,32.11664110161196
18.675,0.0,3.0,0.0,31.95036201558593
18.75,0.0,3.0,0.0,31.77819752919374
18.825,0.0,3.0,0.0,31.650344091401703
18.9,0.0,3.0,0.0,31.547747076914497
18.95,0.0,3.0,0.0,31.425195487707533
19.0,0.0,3.0,0.0,31.287036354875383
19.05,0.0,3.0,0.0,31.148895499153525
19.1,0.0,3.0,0.0,31.0183480543675
19.175,0.0,3.0,0.0,30.887671783914584
19.25,0.0,3.0,0.0,30.75645517992776
19.325,0.0,3.0,0.0,30.627005906116352
19.4,0.0,3.0,0.0,30.500628627390626
19.475,0.0,3.0,0.0,30.377320253841148
19.55,0.0,3.0,0.0,30.25727255371593
19.625,0.0,3.0,0.0,30.14051150930604
19.7,0.0,3.0,0.0,30.026834549573262
19.775,0.0,3.0,0.0,29.916112062024247
19.85,0.0,3.0,0.0,29.80892278308002
19.925,0.0,3.0,0.0,29.70543151574387
20.0,0.0,3.0,0.0,29.605272386486707
19.25,0.0,3.0,0.0,29.503463893707533
18.5,0.0,3.0,0.0,29.391579901508543
17.75,0.0,3.0,0.0,29.26882168531087
17.0,0.0,3.0,0.0,29.157204906608968
16.75,0.0,3.0,0.0,29.03144984895684
16.5,0.0,3.0,0.0,28.93445917807715
16.25,85.25,3.0,0.0,28.93021557909174
16.0,170.5,3.0,0.0,28.987736107005023
16.0,255.75,3.0,0.0,29.161995772040328
16.0,341.0,3.0,0.0,29.378052074099845
16.0,412.5,3.0,0.0,29.62438648528911
16.0,484.0,3.0,0.0,29.92861652995349
16.25,555.5,2.6493,0.0,30.14729215605384
16.5,627.0,2.6493,0.0,30.423930955740857
16.75,648.75,2.6493,0.0,30.74076801676001
17.0,670.5,2.6493,0.0,30.957658617189416
17.25,692.25,1.22583,0.0,31.16748819869331
17.5,714.0,1.22583,0.0,31.397853065440483
17.75,712.5,1.22583,0.0,31.58802164394094
18.0,711.0,1.22583,0.0,31.84318254611464
18.25,709.5,0.72567,0.0,32.03485009484521
18.5,708.0,0.72567,0.0,32.2417977437913
18.75,739.0,0.72567,0.0,32.41486378300307
19.0,770.0,0.72567,0.0,32.64381031348336
19.0,801.0,0.72567,0.0,32.80152348450978
19.0,832.0,0.72567,0.0,33.010686639576875
19.0,792.25,0.72567,0.0,33.14198699963233
19.0,752.5,0.72567,0.0,33.32399138530971
19.75,712.75,0.72567,0.0,33.444311443116746
20.5,673.0,0.72567,0.0,33.57707422444517
21.25,588.75,0.72567,0.0,33.68607791056381
22.0,504.5,0.72567,0.0,33.76704245343783
21.75,420.25,0.72567,0.0,33.90818352595238
21.5,336.0,0.72567,0.0,34.05801852722839
21.25,271.5,0.72567,0.0,34.18226690729159
21.0,207.0,0.72567,0.0,34.307990586287225
20.75,142.5,0.72567,0.0,34.49161096333789
20.5,78.0,0.72567,0.0,34.58375453969116
20.25,64.5,0.72567,0.0,34.71641858248371
20.0,51.0,0.72567,0.0,34.794306303385255
20.25,37.5,0.72567,0.0,34.82789011274741
20.5,24.0,0.72567,0.0,34.86608641057405
20.75,90.5,0.72567,0.0,34.96024880501054
21.0,157.0,0.72567,0.0,35.062814220290164
21.25,223.5,0.72567,0.0,35.222427765129304
21.5,290.0,0.72567,0.0,35.54461270242539
21.75,227.75,0.72567,0.0,35.68980489432063
22.0,165.5,0.72567,0.0,35.73976966088635
22.0,103.25,0.8849400000000001,0.0,35.82636426986216
22.0,41.0,0.8849400000000001,0.0,35.91934783034288
22.0,36.5,0.8849400000000001,0.0,35.94763938975792
22.0,32.0,0.8849400000000001,0.0,35.95919103465671
22.25,27.5,1.6593,0.0,36.02695732915482
22.5,23.0,1.6593,0.0,36.0200853485666
22.75,44.25,1.6593,0.0,36.04507224169171
23.0,65.5,1.6593,0.0,36.05056946158698
23.0,86.75,2.69079,0.0,36.11082768811495
23.0,108.0,2.69079,0.0,36.15941720661883
23.0,81.0,2.69079,0.0,36.15437119716745
23.0,54.0,2.69079,0.0,36.13051483441699
22.5,0.0,2.69079,0.0,36.019574284868455
22.0,0.0,2.69079,0.0,35.900260177090125
21.5,0.0,2.69079,0.0,35.79110864828466
21.0,0.0,2.69079,0.0,35.6853825775315
20.75,0.0,2.69079,0.0,35.58677498562826
20.5,0.0,2.69079,0.0,35.490543876114494
20.25,0.0,2.69079,0.0,35.44657410911398
20.0,0.0,2.69079,0.0,35.322542908833334
20.25,0.0,3.0,0.0,35.19685784261247
20.5,0.0,3.0,0.0,35.11360544295435
20.75,0.0,3.0,0.0,35.013574392099386
21.0,0.0,3.0,0.0,34.92543309395244
20.75,0.0,3.0,0.0,34.798347656739494
20.5,0.0,3.0,0.0,34.65001451140832
20.25,0.0,3.0,0.0,34.50369585859209
20.0,0.0,3.0,0.0,34.36770685987291
19.25,0.0,3.0,0.0,34.20101950510148
18.5,0.0,3.0,0.0,34.04983249509452
17.75,0.0,3.0,0.0,33.81961306677592
17.0,0.0,3.0,0.0,33.69248280200156
